No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
12063.0,Janvier,7.0,16,14.0,192.0,192.0,3.0,68.0,1500.0,90.0,30.5,995.6,23.7,0.0,N,0.6,École Richard-Toll
12064.0,Janvier,7.0,16,15.0,185.0,185.0,4.0,55.0,1300.0,147.0,31.2,995.4,23.6,0.0,SSE,1.2,École Richard-Toll
12065.0,Janvier,7.0,16,16.0,185.0,185.0,3.0,56.0,1200.0,180.0,30.8,996.0,22.4,0.0,SW,2.3,École Richard-Toll
12066.0,Janvier,7.0,16,17.0,155.0,155.0,4.0,46.0,1100.0,218.0,30.0,995.9,22.4,0.0,SSW,1.4,École Richard-Toll
12067.0,Janvier,7.0,16,18.0,140.0,140.0,3.0,42.0,800.0,197.0,27.6,997.3,24.0,1.7,ENE,1.4,École Richard-Toll
12068.0,Janvier,7.0,16,19.0,77.0,77.0,3.0,55.0,700.0,127.0,21.4,999.1,21.2,26.8,NNE,2.1,École Richard-Toll
12069.0,Janvier,7.0,16,20.0,63.0,63.0,2.0,53.0,900.0,90.0,21.4,999.3,21.4,0.1,SSE,0.7,École Richard-Toll
12070.0,Janvier,7.0,16,21.0,65.0,65.0,2.0,41.0,700.0,92.0,20.8,999.8,20.6,0.0,ENE,1.3,École Richard-Toll
12071.0,Janvier,7.0,16,22.0,68.0,68.0,2.0,44.0,500.0,71.0,20.8,999.7,20.8,0.0,NE,1.5,École Richard-Toll
12072.0,Janvier,7.0,16,23.0,39.0,39.0,2.0,35.0,400.0,76.0,20.8,998.8,20.8,0.0,ENE,0.1,École Richard-Toll
12073.0,Janvier,7.0,17,0.0,38.0,38.0,2.0,47.0,400.0,51.0,20.8,999.6,20.8,0.0,E,0.0,École Richard-Toll
12074.0,Janvier,7.0,17,1.0,45.0,45.0,2.0,52.0,400.0,35.0,21.2,999.7,21.2,0.0,ENE,0.9,École Richard-Toll
12075.0,Janvier,7.0,17,2.0,65.0,65.0,2.0,56.0,600.0,24.0,21.7,999.5,21.7,0.0,ENE,0.0,École Richard-Toll
12076.0,Janvier,7.0,17,3.0,74.0,74.0,2.0,65.0,700.0,14.0,22.0,999.8,22.0,0.0,ENE,0.7,École Richard-Toll
12077.0,Janvier,7.0,17,4.0,99.0,99.0,2.0,63.0,900.0,11.0,22.2,1000.1,21.9,0.0,NNE,0.9,École Richard-Toll
12078.0,Janvier,7.0,17,5.0,110.0,110.0,2.0,59.0,1700.0,11.0,22.7,1000.1,22.2,0.0,N,0.5,École Richard-Toll
12079.0,Janvier,7.0,17,6.0,124.0,124.0,2.0,54.0,2500.0,15.0,22.9,1000.2,22.2,0.0,ENE,0.8,École Richard-Toll
12080.0,Janvier,7.0,17,7.0,126.0,126.0,2.0,66.0,2800.0,5.0,23.5,1000.1,22.3,0.0,NE,1.7,École Richard-Toll
12081.0,Janvier,7.0,17,8.0,132.0,132.0,2.0,67.0,2700.0,8.0,24.5,1000.1,22.4,0.0,NNE,2.2,École Richard-Toll
12082.0,Janvier,7.0,17,9.0,114.0,114.0,2.0,68.0,1600.0,8.0,25.8,1000.3,22.7,0.0,NNE,1.8,École Richard-Toll
12083.0,Janvier,7.0,17,10.0,123.0,123.0,3.0,48.0,1600.0,42.0,26.8,1000.1,22.6,0.0,S,0.6,École Richard-Toll
12084.0,Janvier,7.0,17,11.0,126.0,126.0,2.0,44.0,1500.0,68.0,28.3,999.8,23.7,0.0,SSE,1.5,École Richard-Toll
12085.0,Janvier,7.0,17,12.0,147.0,147.0,2.0,57.0,1500.0,66.0,28.5,999.7,23.6,0.0,SW,1.0,École Richard-Toll
12086.0,Janvier,7.0,17,13.0,153.0,153.0,2.0,39.0,1400.0,122.0,27.7,999.5,23.3,0.0,SW,2.1,École Richard-Toll
12087.0,Janvier,7.0,17,14.0,165.0,165.0,2.0,45.0,1800.0,131.0,28.0,999.4,24.0,0.0,SSW,0.6,École Richard-Toll
12088.0,Janvier,7.0,17,15.0,162.0,162.0,2.0,38.0,1700.0,125.0,28.0,999.5,24.2,0.0,SSW,1.0,École Richard-Toll
12089.0,Janvier,7.0,17,16.0,169.0,169.0,2.0,40.0,1900.0,120.0,27.8,999.4,24.8,0.0,W,0.9,École Richard-Toll
12090.0,Janvier,7.0,17,17.0,180.0,180.0,2.0,49.0,2100.0,107.0,27.5,999.5,24.4,0.0,ESE,0.2,École Richard-Toll
12091.0,Janvier,7.0,17,18.0,186.0,186.0,2.0,56.0,2500.0,115.0,27.6,1000.3,25.2,0.0,NE,0.2,École Richard-Toll
12092.0,Janvier,7.0,17,19.0,171.0,171.0,2.0,59.0,2500.0,125.0,27.2,1000.3,24.8,0.0,ENE,0.5,École Richard-Toll
12093.0,Janvier,7.0,17,20.0,166.0,166.0,2.0,63.0,2700.0,104.0,27.1,1001.2,24.6,0.0,NE,0.4,École Richard-Toll
12094.0,Janvier,7.0,17,21.0,173.0,173.0,2.0,60.0,2700.0,90.0,26.8,1001.1,24.6,0.0,NE,0.9,École Richard-Toll
12095.0,Janvier,7.0,17,22.0,186.0,186.0,2.0,85.0,2700.0,49.0,26.6,1001.1,24.4,0.0,NNW,0.5,École Richard-Toll
12096.0,Janvier,7.0,17,23.0,195.0,195.0,2.0,73.0,2800.0,43.0,26.0,1000.6,24.4,0.0,ENE,0.7,École Richard-Toll
12097.0,Janvier,7.0,18,0.0,211.0,211.0,2.0,67.0,3000.0,39.0,25.7,1000.6,24.5,0.0,ENE,0.2,École Richard-Toll
12098.0,Janvier,7.0,18,1.0,219.0,219.0,2.0,89.0,2800.0,11.0,25.5,1000.8,24.3,0.0,NE,0.6,École Richard-Toll
12099.0,Janvier,7.0,18,2.0,157.0,157.0,4.0,58.0,1600.0,54.0,25.2,1001.0,24.3,0.0,ENE,0.7,École Richard-Toll
12100.0,Janvier,7.0,18,3.0,147.0,147.0,3.0,32.0,1100.0,63.0,25.2,1001.0,24.7,0.0,ENE,0.7,École Richard-Toll
12101.0,Janvier,7.0,18,4.0,136.0,136.0,5.0,37.0,1100.0,37.0,24.7,1001.1,24.0,0.0,E,0.7,École Richard-Toll
12102.0,Janvier,7.0,18,5.0,130.0,130.0,4.0,51.0,1500.0,24.0,24.9,1001.8,24.0,0.0,NE,1.2,École Richard-Toll
12103.0,Janvier,7.0,18,6.0,121.0,121.0,2.0,38.0,1200.0,49.0,25.4,1002.3,24.0,0.0,NE,0.8,École Richard-Toll
12104.0,Janvier,7.0,18,7.0,119.0,119.0,2.0,44.0,1200.0,51.0,26.5,1002.5,23.4,0.0,ESE,0.4,École Richard-Toll
12105.0,Janvier,7.0,18,8.0,112.0,112.0,2.0,52.0,1300.0,53.0,27.5,1002.3,24.1,0.0,NE,0.7,École Richard-Toll
12106.0,Janvier,7.0,18,9.0,121.0,121.0,3.0,52.0,1800.0,61.0,28.8,1001.9,24.1,0.0,NNE,1.3,École Richard-Toll
12107.0,Janvier,7.0,18,10.0,40.0,62.0,8.0,44.0,2200.0,61.0,29.6,1002.2,24.7,0.0,ENE,0.6,École Richard-Toll
12108.0,Janvier,7.0,18,11.0,40.0,62.0,6.0,26.0,2100.0,97.0,31.0,1001.6,24.6,0.0,NNE,2.1,École Richard-Toll
12109.0,Janvier,7.0,18,12.0,95.0,95.0,4.0,53.0,2100.0,124.0,32.4,1001.0,25.5,0.0,NW,1.2,École Richard-Toll
12110.0,Janvier,7.0,18,13.0,168.0,168.0,4.0,46.0,1800.0,174.0,32.7,1000.4,26.3,0.0,WSW,1.5,École Richard-Toll
12111.0,Janvier,7.0,18,14.0,182.0,182.0,4.0,48.0,1900.0,210.0,32.8,1000.0,24.8,0.0,WSW,2.1,École Richard-Toll
12113.0,Janvier,7.0,18,16.0,121.0,121.0,3.0,26.0,900.0,208.0,32.7,999.7,25.0,0.0,SW,2.0,École Richard-Toll
12114.0,Janvier,7.0,18,17.0,99.0,99.0,3.0,28.0,800.0,185.0,32.8,999.6,24.6,0.0,SW,2.0,École Richard-Toll
12115.0,Janvier,7.0,18,18.0,93.0,93.0,3.0,29.0,700.0,183.0,32.0,1000.0,25.1,0.0,S,1.3,École Richard-Toll
12116.0,Janvier,7.0,18,19.0,114.0,114.0,2.0,40.0,800.0,176.0,31.3,1000.4,24.7,0.0,WSW,1.5,École Richard-Toll
12117.0,Janvier,7.0,18,20.0,112.0,112.0,2.0,33.0,700.0,161.0,30.6,1001.1,25.0,0.0,NW,0.6,École Richard-Toll
12118.0,Janvier,7.0,18,21.0,94.0,94.0,2.0,44.0,600.0,131.0,30.3,1001.4,25.1,0.0,SW,1.1,École Richard-Toll
12119.0,Janvier,7.0,18,22.0,86.0,86.0,2.0,54.0,600.0,107.0,29.8,1001.7,25.1,0.0,SSW,0.9,École Richard-Toll
12120.0,Janvier,7.0,18,23.0,90.0,90.0,2.0,74.0,600.0,79.0,28.0,1001.4,26.2,0.0,SSE,0.0,École Richard-Toll
12121.0,Janvier,7.0,19,0.0,88.0,88.0,2.0,84.0,600.0,59.0,27.0,1001.6,26.0,0.0,S,0.0,École Richard-Toll
12122.0,Janvier,7.0,19,1.0,86.0,86.0,2.0,69.0,600.0,57.0,26.2,1001.7,25.5,0.0,SW,0.0,École Richard-Toll
12123.0,Janvier,7.0,19,2.0,84.0,84.0,2.0,90.0,500.0,19.0,25.8,1001.7,25.5,0.0,SSE,0.0,École Richard-Toll
12124.0,Janvier,7.0,19,3.0,78.0,78.0,2.0,60.0,400.0,35.0,25.5,1002.2,25.5,0.0,SE,0.2,École Richard-Toll
12125.0,Janvier,7.0,19,4.0,76.0,76.0,2.0,63.0,400.0,19.0,25.2,1002.6,25.2,0.0,S,0.0,École Richard-Toll
12126.0,Janvier,7.0,19,5.0,70.0,70.0,2.0,66.0,400.0,9.0,25.3,1003.0,25.3,0.0,S,0.0,École Richard-Toll
12127.0,Janvier,7.0,19,6.0,73.0,73.0,2.0,71.0,500.0,2.0,26.4,1003.6,26.4,0.0,S,0.2,École Richard-Toll
12128.0,Janvier,7.0,19,7.0,76.0,76.0,2.0,68.0,500.0,6.0,28.4,1003.7,26.0,0.0,WSW,0.0,École Richard-Toll
12129.0,Janvier,7.0,19,8.0,79.0,79.0,2.0,65.0,500.0,18.0,30.6,1003.6,26.3,0.0,ENE,0.8,École Richard-Toll
12130.0,Janvier,7.0,19,9.0,87.0,87.0,2.0,61.0,600.0,45.0,32.5,1003.5,26.6,0.0,E,0.9,École Richard-Toll
12131.0,Janvier,7.0,19,10.0,72.0,72.0,2.0,36.0,400.0,96.0,33.6,1003.2,24.5,0.0,S,1.3,École Richard-Toll
12132.0,Janvier,7.0,19,11.0,57.0,57.0,2.0,25.0,300.0,127.0,34.2,1002.9,25.3,0.0,SE,1.6,École Richard-Toll
12133.0,Janvier,7.0,19,12.0,64.0,64.0,2.0,22.0,400.0,163.0,34.5,1002.3,25.9,0.0,SSW,1.6,École Richard-Toll
12134.0,Janvier,7.0,19,13.0,65.0,65.0,3.0,18.0,300.0,167.0,34.8,1001.8,25.0,0.0,SSE,1.2,École Richard-Toll
12135.0,Janvier,7.0,19,14.0,60.0,60.0,2.0,17.0,300.0,157.0,35.4,1001.0,24.0,0.0,SW,1.6,École Richard-Toll
12136.0,Janvier,7.0,19,15.0,50.0,50.0,3.0,17.0,300.0,144.0,36.0,1000.4,23.3,0.0,WSW,2.7,École Richard-Toll
12137.0,Janvier,7.0,19,16.0,37.0,37.0,2.0,17.0,300.0,139.0,35.4,1000.2,24.0,0.0,SW,2.4,École Richard-Toll
12138.0,Janvier,7.0,19,17.0,45.0,45.0,2.0,20.0,300.0,148.0,34.2,1000.1,23.6,0.0,SW,2.3,École Richard-Toll
12139.0,Janvier,7.0,19,18.0,56.0,56.0,3.0,23.0,300.0,144.0,33.3,1000.7,23.0,0.0,SW,1.9,École Richard-Toll
12140.0,Janvier,7.0,19,19.0,54.0,54.0,2.0,23.0,300.0,138.0,32.7,1001.2,23.9,0.0,WSW,3.6,École Richard-Toll
12141.0,Janvier,7.0,19,20.0,53.0,53.0,2.0,26.0,300.0,131.0,32.0,1001.7,24.8,0.0,SW,1.0,École Richard-Toll
12142.0,Janvier,7.0,19,21.0,70.0,70.0,2.0,31.0,500.0,134.0,31.5,1002.3,24.9,0.0,WSW,5.5,École Richard-Toll
12143.0,Janvier,7.0,19,22.0,73.0,73.0,2.0,37.0,500.0,116.0,28.2,1002.3,25.2,0.0,WSW,1.7,École Richard-Toll
12144.0,Janvier,7.0,19,23.0,65.0,65.0,2.0,28.0,400.0,104.0,28.0,1002.0,25.0,0.0,SW,0.7,École Richard-Toll
12145.0,Janvier,7.0,20,0.0,39.0,39.0,2.0,29.0,300.0,86.0,28.4,1001.8,25.0,0.0,SW,0.8,École Richard-Toll
12146.0,Janvier,7.0,20,1.0,44.0,44.0,2.0,45.0,300.0,63.0,27.6,1000.9,25.0,0.0,SSW,0.6,École Richard-Toll
12147.0,Janvier,7.0,20,2.0,49.0,49.0,3.0,60.0,400.0,39.0,27.5,1001.1,25.3,0.0,WSW,0.8,École Richard-Toll
12148.0,Janvier,7.0,20,3.0,57.0,57.0,2.0,43.0,300.0,46.0,27.1,1001.2,25.5,0.0,WSW,1.5,École Richard-Toll
12149.0,Janvier,7.0,20,4.0,68.0,68.0,4.0,50.0,300.0,43.0,27.2,1001.4,25.6,0.0,W,1.8,École Richard-Toll
12150.0,Janvier,7.0,20,5.0,60.0,60.0,4.0,50.0,400.0,34.0,27.1,1001.5,25.5,0.0,WSW,1.2,École Richard-Toll
12151.0,Janvier,7.0,20,6.0,59.0,59.0,2.0,34.0,300.0,48.0,27.7,1001.6,25.5,0.0,WSW,1.5,École Richard-Toll
12152.0,Janvier,7.0,20,7.0,54.0,54.0,2.0,29.0,300.0,44.0,28.6,1001.6,25.6,0.0,SW,0.7,École Richard-Toll
12153.0,Janvier,7.0,20,8.0,60.0,60.0,2.0,34.0,400.0,41.0,29.4,1001.4,25.6,0.0,SSW,0.0,École Richard-Toll
12154.0,Janvier,7.0,20,9.0,59.0,59.0,3.0,34.0,400.0,52.0,30.6,1000.8,25.9,0.0,WNW,1.0,École Richard-Toll
12155.0,Janvier,7.0,20,10.0,63.0,63.0,3.0,36.0,400.0,76.0,31.7,1000.1,26.0,0.0,SSW,2.4,École Richard-Toll
12156.0,Janvier,7.0,20,11.0,69.0,69.0,3.0,33.0,400.0,115.0,32.4,999.2,26.0,0.0,SW,1.6,École Richard-Toll
12157.0,Janvier,7.0,20,12.0,69.0,69.0,3.0,26.0,400.0,151.0,33.0,998.4,26.6,0.0,SW,3.0,École Richard-Toll
12158.0,Janvier,7.0,20,13.0,73.0,73.0,2.0,23.0,500.0,168.0,33.8,997.7,26.3,0.0,SSW,3.2,École Richard-Toll
12159.0,Janvier,7.0,20,14.0,81.0,81.0,2.0,21.0,600.0,166.0,34.0,996.9,26.0,0.0,SSW,2.3,École Richard-Toll
12160.0,Janvier,7.0,20,15.0,105.0,105.0,2.0,20.0,900.0,179.0,33.9,996.1,25.6,0.0,WSW,3.5,École Richard-Toll
12161.0,Janvier,7.0,20,16.0,97.0,97.0,5.0,21.0,800.0,185.0,33.4,995.8,24.8,0.0,SW,3.4,École Richard-Toll
12162.0,Janvier,7.0,20,17.0,77.0,77.0,5.0,23.0,600.0,168.0,33.2,995.6,24.9,0.0,SW,3.2,École Richard-Toll
12163.0,Janvier,7.0,20,18.0,79.0,79.0,2.0,19.0,600.0,169.0,33.0,995.7,24.7,0.0,SW,3.3,École Richard-Toll
12164.0,Janvier,7.0,20,19.0,71.0,71.0,3.0,22.0,500.0,162.0,32.5,996.1,25.1,0.0,WSW,1.2,École Richard-Toll
12165.0,Janvier,7.0,20,20.0,54.0,54.0,3.0,29.0,400.0,140.0,32.0,996.0,25.1,0.0,SW,1.6,École Richard-Toll
12166.0,Janvier,7.0,20,21.0,54.0,54.0,2.0,32.0,400.0,123.0,32.4,995.6,24.7,0.0,SW,2.3,École Richard-Toll
12167.0,Janvier,7.0,20,22.0,59.0,59.0,2.0,33.0,400.0,108.0,31.7,995.0,25.8,0.0,SW,1.2,École Richard-Toll
12168.0,Janvier,7.0,20,23.0,52.0,52.0,2.0,35.0,400.0,78.0,31.3,994.4,25.6,0.0,SW,2.1,École Richard-Toll
12169.0,Janvier,7.0,21,0.0,50.0,50.0,2.0,29.0,300.0,74.0,31.0,994.3,25.8,0.0,SW,1.6,École Richard-Toll
12170.0,Janvier,7.0,21,1.0,55.0,55.0,2.0,35.0,300.0,64.0,29.8,993.7,26.4,0.0,SW,1.0,École Richard-Toll
12171.0,Janvier,7.0,21,2.0,55.0,55.0,2.0,39.0,300.0,60.0,29.5,993.6,26.1,0.0,W,1.2,École Richard-Toll
12172.0,Janvier,7.0,21,3.0,53.0,53.0,2.0,35.0,300.0,57.0,28.5,994.0,26.5,0.0,WSW,0.8,École Richard-Toll
12173.0,Janvier,7.0,21,4.0,49.0,49.0,2.0,34.0,300.0,50.0,28.5,994.8,25.7,0.0,SW,0.0,École Richard-Toll
12174.0,Janvier,7.0,21,5.0,55.0,55.0,2.0,38.0,300.0,40.0,28.5,995.5,22.7,0.0,NE,2.9,École Richard-Toll
12175.0,Janvier,7.0,21,6.0,71.0,71.0,2.0,38.0,400.0,48.0,25.7,996.1,23.9,0.1,ENE,1.5,École Richard-Toll
12176.0,Janvier,7.0,21,7.0,23.0,23.0,2.0,17.0,200.0,50.0,26.8,996.7,22.6,0.0,NNE,3.0,École Richard-Toll
12177.0,Janvier,7.0,21,8.0,16.0,16.0,2.0,26.0,200.0,39.0,27.6,996.9,23.2,0.0,ENE,1.3,École Richard-Toll
12178.0,Janvier,7.0,21,9.0,14.0,14.0,2.0,28.0,300.0,40.0,28.5,997.0,21.8,0.0,NE,2.1,École Richard-Toll
12179.0,Janvier,7.0,21,10.0,16.0,16.0,2.0,26.0,300.0,46.0,29.9,996.7,19.9,0.0,NE,3.3,École Richard-Toll
12180.0,Janvier,7.0,21,11.0,14.0,14.0,6.0,26.0,300.0,56.0,32.1,996.7,18.7,0.0,NNE,1.9,École Richard-Toll
12181.0,Janvier,7.0,21,12.0,14.0,14.0,10.0,19.0,500.0,78.0,31.2,996.6,19.2,0.0,NE,2.5,École Richard-Toll
12182.0,Janvier,7.0,21,13.0,18.0,18.0,10.0,18.0,500.0,80.0,33.6,996.0,18.1,0.0,NNE,1.6,École Richard-Toll
12183.0,Janvier,7.0,21,14.0,13.0,13.0,9.0,17.0,600.0,81.0,35.1,995.8,16.4,0.0,NE,3.2,École Richard-Toll
12184.0,Janvier,7.0,21,15.0,9.0,9.0,9.0,15.0,500.0,105.0,33.8,996.1,14.8,0.0,N,3.2,École Richard-Toll
12185.0,Janvier,7.0,21,16.0,19.0,19.0,7.0,15.0,500.0,114.0,34.7,996.2,16.1,0.0,N,2.5,École Richard-Toll
12186.0,Janvier,7.0,21,17.0,7.0,7.0,6.0,17.0,400.0,102.0,33.2,996.0,15.2,0.0,NE,3.5,École Richard-Toll
12187.0,Janvier,7.0,21,18.0,10.0,10.0,6.0,19.0,500.0,105.0,32.1,996.8,15.1,0.0,NNE,1.6,École Richard-Toll
12188.0,Janvier,7.0,21,19.0,5.0,5.0,5.0,30.0,600.0,89.0,31.3,998.0,15.3,0.0,NNE,2.5,École Richard-Toll
12189.0,Janvier,7.0,21,20.0,14.0,14.0,7.0,33.0,600.0,78.0,31.0,998.6,15.4,0.0,NNE,2.3,École Richard-Toll
12190.0,Janvier,7.0,21,21.0,14.0,14.0,7.0,44.0,300.0,50.0,30.1,999.0,16.1,0.0,NE,1.8,École Richard-Toll
12191.0,Janvier,7.0,21,22.0,12.0,12.0,5.0,45.0,200.0,37.0,29.3,998.7,15.8,0.0,NE,2.0,École Richard-Toll
12192.0,Janvier,7.0,21,23.0,8.0,8.0,3.0,42.0,200.0,34.0,29.2,998.7,15.7,0.0,NNE,1.6,École Richard-Toll
12193.0,Janvier,7.0,22,0.0,7.0,7.0,3.0,36.0,100.0,38.0,27.9,998.9,17.1,0.0,ENE,0.7,École Richard-Toll
12194.0,Janvier,7.0,22,1.0,10.0,10.0,3.0,40.0,200.0,32.0,27.4,999.2,17.3,0.0,NE,1.5,École Richard-Toll
12195.0,Janvier,7.0,22,2.0,10.0,10.0,8.0,40.0,200.0,26.0,26.9,999.6,16.5,0.0,NE,1.2,École Richard-Toll
12196.0,Janvier,7.0,22,3.0,10.0,10.0,5.0,42.0,100.0,19.0,26.5,999.9,17.0,0.0,NE,0.8,École Richard-Toll
12197.0,Janvier,7.0,22,4.0,8.0,8.0,6.0,41.0,200.0,17.0,26.2,1000.2,17.0,0.0,NE,1.3,École Richard-Toll
12198.0,Janvier,7.0,22,5.0,11.0,11.0,4.0,45.0,300.0,15.0,27.0,1000.5,16.3,0.0,NE,1.3,École Richard-Toll
12199.0,Janvier,7.0,22,6.0,11.0,11.0,3.0,55.0,600.0,11.0,27.0,1000.5,17.5,0.0,ENE,1.4,École Richard-Toll
12200.0,Janvier,7.0,22,7.0,11.0,11.0,4.0,58.0,300.0,7.0,26.2,1001.4,17.6,0.0,ENE,1.1,École Richard-Toll
12201.0,Janvier,7.0,22,8.0,14.0,14.0,6.0,56.0,200.0,9.0,26.5,1001.6,18.1,0.0,NE,1.0,École Richard-Toll
12202.0,Janvier,7.0,22,9.0,14.0,14.0,8.0,56.0,300.0,13.0,26.0,1001.5,21.0,0.0,E,0.5,École Richard-Toll
12203.0,Janvier,7.0,22,10.0,11.0,11.0,11.0,48.0,400.0,23.0,26.8,1001.6,22.2,0.0,NW,0.0,École Richard-Toll
12204.0,Janvier,7.0,22,11.0,40.0,62.0,12.0,,300.0,27.0,27.4,1001.5,21.2,0.0,NW,0.2,École Richard-Toll
12205.0,Janvier,7.0,22,12.0,9.0,9.0,5.0,33.0,300.0,39.0,27.0,1001.3,20.8,0.0,NW,0.1,École Richard-Toll
12206.0,Janvier,7.0,22,13.0,13.0,13.0,4.0,29.0,300.0,47.0,27.4,1001.2,20.2,0.0,ENE,0.7,École Richard-Toll
12207.0,Janvier,7.0,22,14.0,16.0,16.0,6.0,35.0,400.0,47.0,27.1,1000.9,22.7,0.0,WNW,0.2,École Richard-Toll
12208.0,Janvier,7.0,22,15.0,21.0,21.0,15.0,40.0,800.0,39.0,27.1,1000.6,21.6,0.0,N,0.6,École Richard-Toll
12209.0,Janvier,7.0,22,16.0,17.0,17.0,12.0,42.0,900.0,36.0,28.6,1000.5,17.5,0.0,NNE,1.9,École Richard-Toll
12210.0,Janvier,7.0,22,17.0,15.0,15.0,9.0,35.0,400.0,46.0,28.5,1000.5,16.7,0.0,NE,2.1,École Richard-Toll
12211.0,Janvier,7.0,22,18.0,9.0,9.0,4.0,33.0,700.0,55.0,27.6,1000.2,16.9,0.0,NE,1.1,École Richard-Toll
12212.0,Janvier,7.0,22,19.0,17.0,17.0,4.0,51.0,900.0,36.0,25.6,1000.5,18.8,0.0,NW,0.0,École Richard-Toll
12213.0,Janvier,7.0,22,20.0,27.0,27.0,5.0,57.0,900.0,29.0,24.5,1000.7,18.9,0.0,WNW,0.0,École Richard-Toll
12214.0,Janvier,7.0,22,21.0,20.0,20.0,6.0,60.0,900.0,23.0,24.8,1001.0,18.3,0.0,ENE,0.8,École Richard-Toll
12215.0,Janvier,7.0,22,22.0,21.0,21.0,7.0,60.0,600.0,17.0,24.0,1000.4,19.9,0.0,NNW,0.0,École Richard-Toll
12216.0,Janvier,7.0,22,23.0,22.0,22.0,7.0,61.0,600.0,17.0,23.7,1000.3,19.4,0.0,ENE,0.7,École Richard-Toll
12217.0,Janvier,7.0,23,0.0,47.0,47.0,6.0,78.0,500.0,2.0,23.7,999.8,20.0,0.0,ESE,0.1,École Richard-Toll
12218.0,Janvier,7.0,23,1.0,21.0,21.0,7.0,69.0,400.0,2.0,23.3,999.4,21.0,0.0,WNW,0.0,École Richard-Toll
12219.0,Janvier,7.0,23,2.0,37.0,37.0,9.0,73.0,500.0,2.0,22.7,999.2,20.8,0.0,N,0.0,École Richard-Toll
12220.0,Janvier,7.0,23,3.0,25.0,25.0,9.0,76.0,400.0,2.0,22.6,999.3,21.1,0.0,WSW,0.0,École Richard-Toll
12221.0,Janvier,7.0,23,4.0,22.0,22.0,7.0,74.0,400.0,2.0,22.3,999.3,21.3,0.0,N,0.0,École Richard-Toll
12222.0,Janvier,7.0,23,5.0,18.0,18.0,7.0,75.0,400.0,2.0,22.2,999.4,21.0,0.0,WSW,0.0,École Richard-Toll
12223.0,Janvier,7.0,23,6.0,24.0,24.0,4.0,72.0,400.0,2.0,22.5,999.3,20.8,0.0,WSW,0.0,École Richard-Toll
12224.0,Janvier,7.0,23,7.0,23.0,23.0,3.0,70.0,400.0,2.0,23.4,999.5,21.3,0.0,N,0.0,École Richard-Toll
12225.0,Janvier,7.0,23,8.0,20.0,20.0,5.0,74.0,500.0,2.0,24.3,999.8,21.4,0.0,E,0.1,École Richard-Toll
12226.0,Janvier,7.0,23,9.0,20.0,20.0,6.0,75.0,500.0,2.0,25.2,999.2,21.7,0.0,W,0.1,École Richard-Toll
12227.0,Janvier,7.0,23,10.0,25.0,25.0,7.0,70.0,600.0,11.0,26.3,998.7,21.7,0.0,WNW,0.0,École Richard-Toll
12228.0,Janvier,7.0,23,11.0,21.0,21.0,6.0,62.0,500.0,21.0,27.6,998.6,22.8,0.0,W,0.1,École Richard-Toll
12229.0,Janvier,7.0,23,12.0,21.0,21.0,6.0,79.0,700.0,18.0,29.3,998.1,19.0,0.0,W,1.2,École Richard-Toll
12230.0,Janvier,7.0,23,13.0,21.0,21.0,4.0,86.0,700.0,26.0,30.4,997.3,18.8,0.0,WSW,1.7,École Richard-Toll
12231.0,Janvier,7.0,23,14.0,23.0,23.0,3.0,67.0,400.0,60.0,28.6,996.6,21.6,0.0,WSW,0.0,École Richard-Toll
12232.0,Janvier,7.0,23,15.0,26.0,26.0,3.0,64.0,700.0,90.0,28.1,996.3,21.4,0.0,WSW,0.0,École Richard-Toll
12233.0,Janvier,7.0,23,16.0,26.0,26.0,2.0,71.0,700.0,105.0,28.4,995.8,24.2,0.0,WSW,0.0,École Richard-Toll
12234.0,Janvier,7.0,23,17.0,26.0,26.0,4.0,64.0,400.0,138.0,28.5,996.0,24.5,0.0,SSW,0.0,École Richard-Toll
12235.0,Janvier,7.0,23,18.0,25.0,25.0,3.0,62.0,400.0,122.0,27.3,996.2,23.1,0.0,S,0.0,École Richard-Toll
12236.0,Janvier,7.0,23,19.0,30.0,30.0,3.0,92.0,700.0,78.0,26.1,996.6,22.8,0.0,W,1.3,École Richard-Toll
12237.0,Janvier,7.0,23,20.0,48.0,48.0,2.0,139.0,900.0,40.0,25.6,997.4,22.7,0.0,WSW,0.0,École Richard-Toll
12238.0,Janvier,7.0,23,21.0,59.0,59.0,2.0,117.0,800.0,27.0,24.9,997.3,22.8,0.0,WSW,0.0,École Richard-Toll
12239.0,Janvier,7.0,23,22.0,45.0,45.0,2.0,113.0,800.0,6.0,24.6,997.5,23.2,0.0,WSW,0.9,École Richard-Toll
12240.0,Janvier,7.0,23,23.0,49.0,49.0,2.0,114.0,900.0,2.0,24.0,997.8,22.1,0.0,WSW,0.7,École Richard-Toll
12241.0,Janvier,7.0,24,0.0,57.0,57.0,2.0,97.0,700.0,5.0,23.9,997.6,22.5,0.0,SW,0.0,École Richard-Toll
12242.0,Janvier,7.0,24,1.0,58.0,58.0,2.0,104.0,800.0,2.0,23.8,997.3,22.8,0.0,W,0.0,École Richard-Toll
12243.0,Janvier,7.0,24,2.0,57.0,57.0,3.0,95.0,700.0,2.0,23.4,997.4,22.6,0.0,W,0.0,École Richard-Toll
